transaction_id,customer_id,merchant_id,amount,currency,payment_method,transaction_hour,transaction_day,failure_reason,failure_category,previous_transaction_count,previous_success_count,previous_failure_count,customer_success_rate,days_since_last_success,retry_count,recovery_attempted,recovery_action,retry_delay_minutes,recovery_success,recovered_amount,recovery_time_minutes,recovery_probability,revenue_at_risk
TXN106930,CUST1010,MERCH121,1358.7,INR,Debit Card,8,Thursday,Processing Error,Technical,19,14,5,0.737,27,0,True,Escalate,0,1,1291.65,10,0.45,611.42
TXN106931,CUST2325,MERCH125,9703.59,INR,UPI,16,Monday,Incorrect Payment Details,Customer Related,22,12,10,0.545,21,1,False,Stop Recovery,0,0,0.0,0,0.18,1746.65
TXN106932,CUST1095,MERCH141,2589.76,INR,UPI,11,Saturday,Insufficient Balance,Customer Related,17,14,3,0.824,75,1,True,Send Payment Reminder,120,0,0.0,0,0.43,1113.6
TXN106933,CUST2213,MERCH111,1102.37,INR,UPI,0,Sunday,Processing Error,Technical,2,1,1,0.5,83,0,False,Stop Recovery,0,0,0.0,0,0.25,275.59
TXN106934,CUST1452,MERCH139,697.45,INR,Credit Card,0,Saturday,Authentication Failure,Technical,12,12,0,1.0,13,0,True,Escalate,0,0,0.0,0,0.6,418.47
TXN106935,CUST1191,MERCH118,614.06,INR,Credit Card,3,Wednesday,Payment Declined,Customer Related,33,31,2,0.939,47,0,True,Send Payment Reminder,120,0,0.0,0,0.55,337.73
TXN106936,CUST1485,MERCH146,1751.69,INR,Debit Card,21,Friday,Network Timeout,Temporary,28,14,14,0.5,5,0,True,Retry,0,1,1740.32,12,0.55,963.43
TXN106937,CUST2289,MERCH100,905.94,INR,Debit Card,17,Sunday,Insufficient Balance,Customer Related,26,25,1,0.962,90,0,True,Send Payment Reminder,60,0,0.0,0,0.5,452.97
TXN106938,CUST2447,MERCH102,5110.21,INR,UPI,16,Monday,Processing Error,Technical,25,15,10,0.6,71,0,True,Escalate,0,0,0.0,0,0.4,2044.08
TXN106939,CUST2151,MERCH126,4328.82,INR,Credit Card,11,Monday,Payment Declined,Customer Related,28,14,14,0.5,13,2,False,Stop Recovery,0,0,0.0,0,0.11,476.17
TXN106940,CUST1237,MERCH117,2222.65,INR,UPI,19,Saturday,Payment Declined,Customer Related,31,19,12,0.613,88,2,False,Stop Recovery,0,0,0.0,0,0.21,466.76
TXN106941,CUST2943,MERCH149,521.55,INR,UPI,23,Sunday,Processing Error,Technical,44,37,7,0.841,24,0,True,Escalate,0,1,497.88,6,0.6,312.93
TXN106942,CUST2378,MERCH129,782.29,INR,Debit Card,21,Saturday,Network Timeout,Temporary,31,26,5,0.839,39,0,True,Retry After Delay,10,1,774.13,19,0.85,664.95
TXN106943,CUST2963,MERCH101,3657.53,INR,UPI,11,Saturday,Network Timeout,Temporary,27,21,6,0.778,68,1,True,Retry,0,1,3509.67,1,0.58,2121.37
TXN106944,CUST2135,MERCH104,853.67,INR,Net Banking,4,Saturday,Processing Error,Technical,44,27,17,0.614,84,2,False,Stop Recovery,0,0,0.0,0,0.26,221.95
TXN106945,CUST2851,MERCH128,3286.94,INR,Wallet,0,Tuesday,Network Timeout,Temporary,1,1,0,1.0,77,0,True,Retry After Delay,15,1,3262.74,17,0.8,2629.55
TXN106946,CUST2469,MERCH132,1958.01,INR,Credit Card,18,Sunday,Gateway Timeout,Temporary,35,25,10,0.714,57,2,True,Retry,0,1,1918.24,11,0.56,1096.49
TXN106947,CUST2366,MERCH141,1396.01,INR,UPI,6,Sunday,Processing Error,Technical,33,17,16,0.515,55,0,True,Escalate,0,0,0.0,0,0.3,418.8
TXN106948,CUST2168,MERCH119,763.36,INR,UPI,14,Thursday,Payment Declined,Customer Related,1,1,0,1.0,60,1,True,Send Payment Reminder,30,1,740.43,36,0.48,366.41
TXN106949,CUST2088,MERCH129,1242.16,INR,UPI,13,Tuesday,Payment Declined,Customer Related,9,4,5,0.444,53,0,False,Stop Recovery,0,0,0.0,0,0.25,310.54
TXN106950,CUST2270,MERCH141,1558.87,INR,Credit Card,2,Wednesday,Payment Declined,Customer Related,33,25,8,0.758,23,2,False,Stop Recovery,0,0,0.0,0,0.26,405.31
TXN106951,CUST1734,MERCH104,3059.57,INR,Net Banking,4,Thursday,Gateway Timeout,Temporary,44,24,20,0.545,44,0,True,Retry,0,0,0.0,0,0.55,1682.76
TXN106952,CUST1990,MERCH149,659.45,INR,Credit Card,5,Friday,Insufficient Balance,Customer Related,37,35,2,0.946,62,1,True,Send Payment Reminder,120,1,648.19,130,0.43,283.56
TXN106953,CUST2513,MERCH120,1085.45,INR,Debit Card,10,Thursday,Payment Declined,Customer Related,47,46,1,0.979,77,0,True,Send Payment Reminder,30,0,0.0,0,0.5,542.72
TXN106954,CUST1824,MERCH114,1388.33,INR,Debit Card,18,Sunday,Gateway Timeout,Temporary,15,12,3,0.8,38,0,True,Retry After Delay,15,1,1337.92,25,0.85,1180.08
TXN106955,CUST2462,MERCH119,2275.93,INR,Net Banking,21,Saturday,Authentication Failure,Technical,15,10,5,0.667,58,1,True,Escalate,0,0,0.0,0,0.38,864.85
TXN106956,CUST1105,MERCH107,647.57,INR,UPI,1,Monday,Gateway Timeout,Temporary,49,43,6,0.878,14,3,True,Retry,0,0,0.0,0,0.64,414.44
TXN106957,CUST1180,MERCH148,467.19,INR,Net Banking,11,Monday,Network Timeout,Temporary,29,25,4,0.862,36,3,True,Retry,0,0,0.0,0,0.64,299.0
TXN106958,CUST1183,MERCH130,2296.57,INR,Debit Card,22,Monday,Bank Server Unavailable,Temporary,41,28,13,0.683,57,2,True,Retry,0,1,2229.81,9,0.56,1286.08
TXN106959,CUST1225,MERCH111,397.68,INR,UPI,13,Thursday,Insufficient Balance,Customer Related,21,13,8,0.619,56,2,False,Stop Recovery,0,0,0.0,0,0.26,103.4
TXN106960,CUST1776,MERCH120,3744.28,INR,Wallet,8,Monday,Processing Error,Technical,46,26,20,0.565,41,3,False,Stop Recovery,0,0,0.0,0,0.09,336.99
TXN106961,CUST1789,MERCH129,1182.35,INR,Wallet,19,Monday,Insufficient Balance,Customer Related,18,10,8,0.556,5,0,False,Stop Recovery,0,0,0.0,0,0.25,295.59
TXN106962,CUST2932,MERCH126,388.38,INR,Credit Card,15,Saturday,Network Timeout,Temporary,16,14,2,0.875,75,0,True,Retry After Delay,15,1,384.96,21,0.8,310.7
TXN106963,CUST2112,MERCH143,912.02,INR,Net Banking,16,Tuesday,Bank Server Unavailable,Temporary,29,22,7,0.759,16,0,True,Retry After Delay,30,1,866.83,40,0.7,638.41
TXN106964,CUST1687,MERCH125,1814.02,INR,UPI,16,Monday,Payment Declined,Customer Related,41,30,11,0.732,76,0,True,Send Payment Reminder,120,0,0.0,0,0.35,634.91
TXN106965,CUST1529,MERCH132,874.66,INR,UPI,1,Tuesday,Bank Server Unavailable,Temporary,27,22,5,0.815,17,3,True,Retry,0,1,841.16,14,0.64,559.78
TXN106966,CUST2394,MERCH125,1361.07,INR,UPI,9,Wednesday,Network Timeout,Temporary,15,8,7,0.533,31,1,True,Retry,0,1,1343.46,2,0.48,653.31
TXN106967,CUST1971,MERCH125,2421.31,INR,Credit Card,10,Thursday,Incorrect Payment Details,Customer Related,47,34,13,0.723,72,1,False,Stop Recovery,0,0,0.0,0,0.28,677.97
TXN106968,CUST1935,MERCH135,1139.39,INR,Credit Card,2,Tuesday,Authentication Failure,Technical,9,6,3,0.667,12,2,True,Escalate,0,1,1123.41,3,0.31,353.21
TXN106969,CUST2936,MERCH139,632.93,INR,UPI,1,Sunday,Authentication Failure,Technical,28,19,9,0.679,8,2,True,Escalate,0,0,0.0,0,0.31,196.21
TXN106970,CUST2422,MERCH100,1054.49,INR,Debit Card,3,Saturday,Authentication Failure,Technical,2,2,0,1.0,13,1,True,Escalate,0,1,1010.39,4,0.53,558.88
TXN106971,CUST1105,MERCH114,4154.19,INR,UPI,7,Thursday,Insufficient Balance,Customer Related,21,20,1,0.952,23,2,True,Send Payment Reminder,60,0,0.0,0,0.41,1703.22
TXN106972,CUST2294,MERCH149,5156.7,INR,UPI,18,Sunday,Incorrect Payment Details,Customer Related,11,6,5,0.545,5,0,False,Stop Recovery,0,0,0.0,0,0.25,1289.18
TXN106973,CUST2998,MERCH100,266.15,INR,UPI,19,Sunday,Payment Declined,Customer Related,32,18,14,0.562,72,0,False,Stop Recovery,0,0,0.0,0,0.2,53.23
TXN106974,CUST1830,MERCH110,3206.14,INR,UPI,17,Thursday,Network Timeout,Temporary,22,18,4,0.818,3,0,True,Retry After Delay,10,1,3203.41,25,0.85,2725.22
TXN106975,CUST2526,MERCH101,1636.18,INR,UPI,0,Friday,Insufficient Balance,Customer Related,35,21,14,0.6,69,0,True,Send Payment Reminder,60,1,1609.71,68,0.35,572.66
TXN106976,CUST1678,MERCH100,2805.08,INR,UPI,23,Tuesday,Network Timeout,Temporary,42,31,11,0.738,42,0,True,Retry After Delay,30,1,2716.91,39,0.7,1963.56
TXN106977,CUST2548,MERCH130,862.31,INR,UPI,22,Monday,Network Timeout,Temporary,41,31,10,0.756,42,2,True,Retry,0,0,0.0,0,0.56,482.89
TXN106978,CUST1848,MERCH143,325.51,INR,UPI,1,Sunday,Network Timeout,Temporary,16,11,5,0.688,25,0,True,Retry After Delay,15,0,0.0,0,0.7,227.86
TXN106979,CUST2055,MERCH115,2137.93,INR,UPI,7,Saturday,Processing Error,Technical,31,25,6,0.806,80,0,True,Escalate,0,1,2068.54,12,0.55,1175.86
TXN106980,CUST1392,MERCH121,630.94,INR,Net Banking,9,Saturday,Authentication Failure,Technical,10,10,0,1.0,75,0,True,Escalate,0,1,615.88,14,0.55,347.02
TXN106981,CUST1039,MERCH141,441.14,INR,UPI,18,Friday,Insufficient Balance,Customer Related,40,27,13,0.675,24,3,False,Stop Recovery,0,0,0.0,0,0.19,83.82
TXN106982,CUST1659,MERCH117,466.51,INR,Debit Card,6,Tuesday,Bank Server Unavailable,Temporary,36,30,6,0.833,88,1,True,Retry After Delay,15,0,0.0,0,0.73,340.55
TXN106983,CUST2241,MERCH146,2166.2,INR,UPI,16,Saturday,Network Timeout,Temporary,21,11,10,0.524,54,0,True,Retry,0,1,2061.8,3,0.55,1191.41
TXN106984,CUST2754,MERCH116,1497.51,INR,UPI,2,Tuesday,Insufficient Balance,Customer Related,8,6,2,0.75,39,0,True,Send Payment Reminder,60,1,1476.14,73,0.4,599.0
TXN106985,CUST1980,MERCH129,2504.82,INR,UPI,14,Wednesday,Payment Declined,Customer Related,47,28,19,0.596,60,3,False,Stop Recovery,0,0,0.0,0,0.05,125.24
TXN106986,CUST2105,MERCH109,2287.6,INR,Wallet,3,Monday,Authentication Failure,Technical,42,40,2,0.952,46,3,True,Escalate,0,1,2181.04,14,0.39,892.16
TXN106987,CUST1844,MERCH134,956.47,INR,UPI,16,Wednesday,Network Timeout,Temporary,44,23,21,0.523,61,0,True,Retry,0,1,939.88,14,0.5,478.24
TXN106988,CUST2743,MERCH120,1266.0,INR,Debit Card,10,Thursday,Insufficient Balance,Customer Related,47,37,10,0.787,46,1,True,Send Payment Reminder,60,0,0.0,0,0.33,417.78
TXN106989,CUST1200,MERCH115,889.67,INR,Credit Card,5,Monday,Processing Error,Technical,33,16,17,0.485,22,2,False,Stop Recovery,0,0,0.0,0,0.16,142.35
TXN106990,CUST1446,MERCH105,1132.0,INR,UPI,16,Wednesday,Network Timeout,Temporary,40,30,10,0.75,82,1,True,Retry,0,1,1120.78,6,0.58,656.56
TXN106991,CUST2867,MERCH102,617.82,INR,Wallet,9,Wednesday,Insufficient Balance,Customer Related,22,18,4,0.818,81,2,True,Send Payment Reminder,60,1,614.89,70,0.36,222.42
TXN106992,CUST2451,MERCH140,1830.58,INR,UPI,0,Sunday,Gateway Timeout,Temporary,30,22,8,0.733,65,0,True,Retry,0,0,0.0,0,0.65,1189.88
TXN106993,CUST2061,MERCH142,3165.6,INR,UPI,17,Sunday,Network Timeout,Temporary,23,19,4,0.826,12,3,True,Retry,0,1,3030.69,4,0.64,2025.98
TXN106994,CUST2234,MERCH120,696.95,INR,UPI,13,Monday,Authentication Failure,Technical,15,11,4,0.733,87,0,True,Escalate,0,0,0.0,0,0.4,278.78
TXN106995,CUST1443,MERCH112,3733.18,INR,UPI,18,Tuesday,Payment Declined,Customer Related,47,31,16,0.66,8,1,True,Send Payment Reminder,60,0,0.0,0,0.33,1231.95
TXN106996,CUST2350,MERCH117,1466.77,INR,UPI,17,Thursday,Insufficient Balance,Customer Related,43,24,19,0.558,12,0,False,Stop Recovery,0,0,0.0,0,0.25,366.69
TXN106997,CUST1760,MERCH123,1624.35,INR,Credit Card,23,Friday,Insufficient Balance,Customer Related,26,23,3,0.885,81,1,True,Send Payment Reminder,120,0,0.0,0,0.43,698.47
TXN106998,CUST1226,MERCH126,343.94,INR,UPI,21,Saturday,Authentication Failure,Technical,16,11,5,0.688,77,1,True,Escalate,0,0,0.0,0,0.33,113.5
TXN106999,CUST1047,MERCH103,315.51,INR,Credit Card,0,Friday,Network Timeout,Temporary,10,9,1,0.9,60,0,True,Retry After Delay,5,1,311.49,12,0.85,268.18
TXN107000,CUST2041,MERCH121,1503.11,INR,UPI,21,Friday,Network Timeout,Temporary,36,36,0,1.0,21,0,True,Retry After Delay,10,1,1501.85,17,0.85,1277.64
TXN107001,CUST1911,MERCH123,2519.42,INR,Wallet,0,Thursday,Processing Error,Technical,28,18,10,0.643,9,0,True,Escalate,0,1,2401.99,10,0.45,1133.74
TXN107002,CUST2462,MERCH139,782.81,INR,UPI,8,Monday,Authentication Failure,Technical,42,33,9,0.786,28,3,False,Stop Recovery,0,0,0.0,0,0.24,187.87
TXN107003,CUST2830,MERCH144,5095.31,INR,Debit Card,13,Monday,Incorrect Payment Details,Customer Related,26,17,9,0.654,71,0,True,Send Payment Reminder,120,0,0.0,0,0.35,1783.36
TXN107004,CUST2731,MERCH109,2411.37,INR,Debit Card,2,Sunday,Payment Declined,Customer Related,31,25,6,0.806,82,0,True,Send Payment Reminder,30,0,0.0,0,0.5,1205.68
TXN107005,CUST1186,MERCH101,647.63,INR,UPI,11,Monday,Gateway Timeout,Temporary,18,18,0,1.0,42,0,True,Retry After Delay,10,1,616.16,12,0.85,550.49
TXN107006,CUST1344,MERCH139,1372.9,INR,UPI,16,Friday,Processing Error,Technical,17,11,6,0.647,33,1,True,Escalate,0,1,1318.84,9,0.38,521.7
TXN107007,CUST1223,MERCH105,9716.14,INR,UPI,16,Tuesday,Insufficient Balance,Customer Related,48,36,12,0.75,46,0,True,Send Payment Reminder,120,0,0.0,0,0.4,3886.46
TXN107008,CUST1829,MERCH147,495.69,INR,UPI,1,Wednesday,Gateway Timeout,Temporary,32,20,12,0.625,64,0,True,Retry,0,0,0.0,0,0.65,322.2
TXN107009,CUST1487,MERCH117,2043.9,INR,UPI,5,Sunday,Insufficient Balance,Customer Related,39,39,0,1.0,23,0,True,Send Payment Reminder,60,1,1962.66,67,0.55,1124.15
TXN107010,CUST2932,MERCH116,1034.64,INR,Debit Card,0,Friday,Network Timeout,Temporary,5,2,3,0.4,53,2,True,Retry,0,1,999.43,12,0.41,424.2
TXN107011,CUST1876,MERCH137,2357.88,INR,UPI,22,Thursday,Bank Server Unavailable,Temporary,42,21,21,0.5,65,2,True,Retry,0,0,0.0,0,0.36,848.84
TXN107012,CUST1848,MERCH144,3691.61,INR,Credit Card,11,Monday,Bank Server Unavailable,Temporary,29,25,4,0.862,55,0,True,Retry After Delay,15,1,3677.5,21,0.85,3137.87
TXN107013,CUST2252,MERCH122,983.39,INR,UPI,3,Sunday,Network Timeout,Temporary,36,34,2,0.944,39,0,True,Retry After Delay,30,1,967.81,43,0.85,835.88
TXN107014,CUST2413,MERCH145,3278.46,INR,Net Banking,22,Wednesday,Network Timeout,Temporary,39,19,20,0.487,64,0,True,Retry,0,1,3116.29,9,0.5,1639.23
TXN107015,CUST1978,MERCH129,7918.54,INR,UPI,15,Monday,Bank Server Unavailable,Temporary,50,43,7,0.86,83,2,True,Retry,0,1,7718.74,2,0.66,5226.24
TXN107016,CUST2612,MERCH120,1412.36,INR,UPI,19,Monday,Network Timeout,Temporary,11,9,2,0.818,19,0,True,Retry After Delay,15,1,1403.58,22,0.85,1200.51
TXN107017,CUST2016,MERCH109,2509.68,INR,UPI,10,Monday,Network Timeout,Temporary,33,27,6,0.818,4,0,True,Retry After Delay,15,1,2451.25,27,0.85,2133.23
TXN107018,CUST1187,MERCH142,835.18,INR,UPI,19,Saturday,Network Timeout,Temporary,4,2,2,0.5,7,0,True,Retry,0,0,0.0,0,0.55,459.35
TXN107019,CUST2881,MERCH112,1360.23,INR,Debit Card,19,Sunday,Bank Server Unavailable,Temporary,48,48,0,1.0,29,2,True,Retry After Delay,5,1,1305.43,9,0.71,965.76
TXN107020,CUST1269,MERCH111,1162.89,INR,Debit Card,9,Tuesday,Insufficient Balance,Customer Related,33,27,6,0.818,75,1,True,Send Payment Reminder,30,1,1160.21,39,0.43,500.04
TXN107021,CUST2630,MERCH108,2533.99,INR,Debit Card,7,Sunday,Payment Declined,Customer Related,1,1,0,1.0,8,1,True,Send Payment Reminder,60,1,2446.23,65,0.48,1216.32
TXN107022,CUST1309,MERCH103,3511.3,INR,Credit Card,1,Wednesday,Gateway Timeout,Temporary,21,20,1,0.952,45,1,True,Retry After Delay,10,0,0.0,0,0.78,2738.81
TXN107023,CUST2155,MERCH138,1226.94,INR,Wallet,7,Sunday,Network Timeout,Temporary,17,8,9,0.471,73,1,True,Retry,0,0,0.0,0,0.43,527.58
TXN107024,CUST2574,MERCH123,4568.31,INR,Credit Card,0,Sunday,Processing Error,Technical,34,19,15,0.559,5,1,False,Stop Recovery,0,0,0.0,0,0.23,1050.71
TXN107025,CUST2095,MERCH133,4555.26,INR,UPI,22,Sunday,Insufficient Balance,Customer Related,29,24,5,0.828,63,0,True,Send Payment Reminder,60,1,4407.23,61,0.5,2277.63
TXN107026,CUST2816,MERCH138,2637.23,INR,UPI,6,Friday,Incorrect Payment Details,Customer Related,3,1,2,0.333,74,1,False,Stop Recovery,0,0,0.0,0,0.13,342.84
TXN107027,CUST1844,MERCH140,886.41,INR,UPI,21,Tuesday,Payment Declined,Customer Related,49,24,25,0.49,43,1,False,Stop Recovery,0,0,0.0,0,0.18,159.55
TXN107028,CUST2695,MERCH104,821.01,INR,Credit Card,13,Saturday,Gateway Timeout,Temporary,24,20,4,0.833,88,1,True,Retry After Delay,30,1,794.59,43,0.73,599.34
TXN107029,CUST2210,MERCH114,699.31,INR,UPI,3,Thursday,Payment Declined,Customer Related,34,34,0,1.0,17,0,True,Send Payment Reminder,60,0,0.0,0,0.55,384.62
TXN107030,CUST1485,MERCH149,2862.16,INR,Credit Card,20,Sunday,Payment Declined,Customer Related,2,1,1,0.5,75,0,False,Stop Recovery,0,0,0.0,0,0.2,572.43
TXN107031,CUST2214,MERCH103,508.05,INR,UPI,16,Saturday,Gateway Timeout,Temporary,31,20,11,0.645,34,3,True,Retry,0,1,492.67,9,0.49,248.94
TXN107032,CUST2445,MERCH138,2301.85,INR,Net Banking,1,Thursday,Payment Declined,Customer Related,40,21,19,0.525,88,1,False,Stop Recovery,0,0,0.0,0,0.13,299.24
TXN107033,CUST1119,MERCH107,564.03,INR,Wallet,22,Saturday,Authentication Failure,Technical,7,7,0,1.0,8,1,True,Escalate,0,0,0.0,0,0.53,298.94
TXN107034,CUST1219,MERCH148,2588.51,INR,UPI,1,Friday,Insufficient Balance,Customer Related,29,16,13,0.552,44,1,False,Stop Recovery,0,0,0.0,0,0.18,465.93
TXN107035,CUST1052,MERCH144,1358.01,INR,Net Banking,7,Wednesday,Network Timeout,Temporary,11,6,5,0.545,24,0,True,Retry,0,0,0.0,0,0.55,746.91
TXN107036,CUST2757,MERCH123,3892.9,INR,Net Banking,6,Friday,Gateway Timeout,Temporary,43,25,18,0.581,2,0,True,Retry,0,1,3836.21,4,0.55,2141.1
TXN107037,CUST2474,MERCH127,3338.12,INR,Wallet,7,Tuesday,Network Timeout,Temporary,25,19,6,0.76,8,0,True,Retry After Delay,15,1,3223.71,17,0.7,2336.68
TXN107038,CUST2435,MERCH142,4221.95,INR,UPI,19,Wednesday,Network Timeout,Temporary,19,14,5,0.737,31,0,True,Retry After Delay,15,1,4109.02,28,0.7,2955.36
TXN107039,CUST2666,MERCH126,4309.84,INR,Debit Card,16,Sunday,Insufficient Balance,Customer Related,11,7,4,0.636,44,2,False,Stop Recovery,0,0,0.0,0,0.26,1120.56
TXN107040,CUST2260,MERCH100,1502.53,INR,UPI,22,Sunday,Bank Server Unavailable,Temporary,45,32,13,0.711,35,0,True,Retry After Delay,5,1,1447.2,12,0.7,1051.77
TXN107041,CUST1757,MERCH133,530.05,INR,Credit Card,16,Thursday,Processing Error,Technical,35,27,8,0.771,58,0,True,Escalate,0,1,517.01,15,0.45,238.52
TXN107042,CUST1737,MERCH116,577.08,INR,Debit Card,6,Wednesday,Payment Declined,Customer Related,33,23,10,0.697,4,0,True,Send Payment Reminder,120,1,575.56,124,0.4,230.83
TXN107043,CUST1719,MERCH136,252.28,INR,Debit Card,4,Wednesday,Insufficient Balance,Customer Related,5,3,2,0.6,76,0,True,Send Payment Reminder,60,1,243.32,73,0.35,88.3
TXN107044,CUST1405,MERCH137,562.88,INR,UPI,14,Wednesday,Network Timeout,Temporary,35,32,3,0.914,80,0,True,Retry After Delay,30,1,557.71,35,0.8,450.3
TXN107045,CUST1607,MERCH125,1415.25,INR,Net Banking,1,Friday,Network Timeout,Temporary,3,2,1,0.667,22,0,True,Retry After Delay,15,1,1359.98,20,0.7,990.68
TXN107046,CUST2020,MERCH123,856.01,INR,UPI,10,Monday,Authentication Failure,Technical,31,17,14,0.548,81,0,False,Stop Recovery,0,0,0.0,0,0.25,214.0
TXN107047,CUST1421,MERCH138,1159.67,INR,UPI,16,Tuesday,Insufficient Balance,Customer Related,12,10,2,0.833,89,0,True,Send Payment Reminder,30,0,0.0,0,0.5,579.84
TXN107048,CUST1711,MERCH120,1986.58,INR,Credit Card,23,Wednesday,Network Timeout,Temporary,4,3,1,0.75,58,0,True,Retry After Delay,15,1,1901.62,29,0.7,1390.61
TXN107049,CUST1246,MERCH129,1050.21,INR,Net Banking,12,Wednesday,Authentication Failure,Technical,32,23,9,0.719,15,0,True,Escalate,0,1,1002.48,1,0.45,472.59
TXN107050,CUST1071,MERCH146,545.96,INR,Wallet,3,Friday,Gateway Timeout,Temporary,50,49,1,0.98,20,0,True,Retry After Delay,5,1,545.41,11,0.85,464.07
TXN107051,CUST2853,MERCH147,1283.59,INR,Debit Card,23,Tuesday,Insufficient Balance,Customer Related,50,34,16,0.68,31,0,True,Send Payment Reminder,30,1,1256.02,38,0.4,513.44
TXN107052,CUST1184,MERCH112,652.76,INR,UPI,17,Tuesday,Processing Error,Technical,24,24,0,1.0,69,0,True,Escalate,0,1,636.91,8,0.55,359.02
TXN107053,CUST1005,MERCH136,1078.55,INR,UPI,13,Sunday,Network Timeout,Temporary,36,20,16,0.556,54,2,True,Retry,0,1,1025.01,8,0.41,442.21
TXN107054,CUST2229,MERCH102,3921.47,INR,UPI,18,Thursday,Incorrect Payment Details,Customer Related,2,1,1,0.5,59,0,False,Stop Recovery,0,0,0.0,0,0.25,980.37
TXN107055,CUST2567,MERCH131,1078.79,INR,UPI,2,Tuesday,Processing Error,Technical,5,5,0,1.0,46,2,True,Escalate,0,0,0.0,0,0.46,496.24
TXN107056,CUST2634,MERCH134,5523.49,INR,UPI,3,Tuesday,Network Timeout,Temporary,12,9,3,0.75,14,0,True,Retry After Delay,15,1,5381.06,28,0.7,3866.44
TXN107057,CUST1905,MERCH118,4210.38,INR,UPI,8,Sunday,Processing Error,Technical,25,23,2,0.92,81,0,True,Escalate,0,0,0.0,0,0.55,2315.71
TXN107058,CUST1386,MERCH113,842.65,INR,UPI,20,Wednesday,Insufficient Balance,Customer Related,41,35,6,0.854,4,0,True,Send Payment Reminder,30,0,0.0,0,0.55,463.46
TXN107059,CUST2791,MERCH147,550.65,INR,Net Banking,22,Sunday,Processing Error,Technical,24,24,0,1.0,68,0,True,Escalate,0,1,541.36,14,0.55,302.86
TXN107060,CUST1698,MERCH121,1284.28,INR,Credit Card,13,Monday,Gateway Timeout,Temporary,25,14,11,0.56,67,1,True,Retry,0,1,1246.39,2,0.43,552.24
TXN107061,CUST2099,MERCH116,3369.98,INR,Debit Card,16,Wednesday,Processing Error,Technical,44,42,2,0.955,7,0,True,Escalate,0,0,0.0,0,0.6,2021.99
TXN107062,CUST2200,MERCH103,904.92,INR,UPI,1,Saturday,Payment Declined,Customer Related,45,30,15,0.667,39,2,False,Stop Recovery,0,0,0.0,0,0.26,235.28
TXN107063,CUST1826,MERCH144,2769.64,INR,UPI,13,Friday,Payment Declined,Customer Related,45,40,5,0.889,77,1,True,Send Payment Reminder,120,0,0.0,0,0.43,1190.95
TXN107064,CUST2822,MERCH139,3521.89,INR,UPI,21,Tuesday,Authentication Failure,Technical,18,14,4,0.778,36,0,True,Escalate,0,0,0.0,0,0.45,1584.85
TXN107065,CUST1348,MERCH118,721.1,INR,UPI,15,Monday,Insufficient Balance,Customer Related,20,13,7,0.65,51,1,True,Send Payment Reminder,30,1,689.69,43,0.33,237.96
TXN107066,CUST2278,MERCH136,779.89,INR,Credit Card,18,Wednesday,Bank Server Unavailable,Temporary,33,29,4,0.879,36,1,True,Retry After Delay,30,1,751.33,39,0.78,608.31
TXN107067,CUST2860,MERCH101,2368.78,INR,Credit Card,15,Saturday,Gateway Timeout,Temporary,29,14,15,0.483,32,0,True,Retry,0,0,0.0,0,0.55,1302.83
TXN107068,CUST2725,MERCH114,1512.44,INR,Net Banking,10,Thursday,Gateway Timeout,Temporary,29,21,8,0.724,78,0,True,Retry,0,1,1490.82,13,0.65,983.09
TXN107069,CUST1307,MERCH101,773.67,INR,Net Banking,13,Friday,Payment Declined,Customer Related,22,13,9,0.591,36,0,False,Stop Recovery,0,0,0.0,0,0.25,193.42
TXN107070,CUST2368,MERCH110,1010.56,INR,Credit Card,6,Saturday,Authentication Failure,Technical,12,10,2,0.833,35,0,True,Escalate,0,1,984.05,9,0.6,606.34
TXN107071,CUST2150,MERCH144,1265.96,INR,UPI,4,Sunday,Insufficient Balance,Customer Related,34,24,10,0.706,47,0,True,Send Payment Reminder,120,0,0.0,0,0.4,506.38
TXN107072,CUST2960,MERCH122,383.03,INR,Wallet,7,Friday,Insufficient Balance,Customer Related,4,2,2,0.5,60,1,False,Stop Recovery,0,0,0.0,0,0.18,68.95
TXN107073,CUST1286,MERCH109,2471.34,INR,Debit Card,16,Saturday,Authentication Failure,Technical,5,5,0,1.0,69,0,True,Escalate,0,0,0.0,0,0.55,1359.24
TXN107074,CUST1765,MERCH102,913.28,INR,Credit Card,13,Friday,Gateway Timeout,Temporary,10,5,5,0.5,6,0,True,Retry,0,0,0.0,0,0.55,502.3
TXN107075,CUST1724,MERCH104,144.46,INR,Debit Card,9,Wednesday,Payment Declined,Customer Related,22,16,6,0.727,12,0,True,Send Payment Reminder,30,0,0.0,0,0.4,57.78
TXN107076,CUST1761,MERCH102,1314.09,INR,UPI,21,Monday,Network Timeout,Temporary,25,14,11,0.56,39,0,True,Retry,0,1,1279.88,4,0.55,722.75
TXN107077,CUST2619,MERCH137,740.07,INR,UPI,11,Monday,Network Timeout,Temporary,1,1,0,1.0,62,0,True,Retry After Delay,10,0,0.0,0,0.8,592.06
TXN107078,CUST2510,MERCH112,5172.22,INR,UPI,4,Tuesday,Payment Declined,Customer Related,10,9,1,0.9,49,0,True,Send Payment Reminder,60,0,0.0,0,0.55,2844.72
