transaction_id,recovery_probability,expected_recovery,priority,action,reason,retry_delay_minutes,amount,failure_reason,failure_category,retry_count,recovery_success,recovered_amount,recovery_attempted,recovery_success_simulated,simulated_recovered_amount
TXN107044,0.764,429.98,VERY LOW,Retry After Delay,Temporary failure with high recovery probability,10,562.88,Network Timeout,Temporary,0,1,557.71,True,1,562.88
TXN107045,0.729,1031.81,LOW,Retry After Delay,Temporary failure with high recovery probability,10,1415.25,Network Timeout,Temporary,0,1,1359.98,True,1,1415.25
TXN107046,0.094,80.24,VERY LOW,Stop Recovery,Recovery probability is too low,0,856.01,Authentication Failure,Technical,0,0,0.0,False,0,0.0
TXN107047,0.364,422.52,VERY LOW,Stop Recovery,Low recovery potential for customer-related failure,0,1159.67,Insufficient Balance,Customer Related,0,0,0.0,False,0,0.0
TXN107048,0.73,1450.94,LOW,Retry After Delay,Temporary failure with high recovery probability,10,1986.58,Network Timeout,Temporary,0,1,1901.62,True,0,0.0
TXN107049,0.437,458.9,VERY LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,1050.21,Authentication Failure,Technical,0,1,1002.48,True,1,1050.21
TXN107050,0.873,476.44,VERY LOW,Retry After Delay,Temporary failure with high recovery probability,10,545.96,Gateway Timeout,Temporary,0,1,545.41,True,1,545.96
TXN107051,0.478,613.61,LOW,Send Payment Reminder,Customer action may be required,60,1283.59,Insufficient Balance,Customer Related,0,1,1256.02,True,1,1283.59
TXN107052,0.579,377.96,VERY LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,652.76,Processing Error,Technical,0,1,636.91,True,1,652.76
TXN107053,0.291,314.17,VERY LOW,Stop Recovery,Maximum retry limit reached,0,1078.55,Network Timeout,Temporary,2,1,1025.01,False,0,0.0
TXN107054,0.015,57.07,VERY LOW,Stop Recovery,Recovery probability is too low,0,3921.47,Incorrect Payment Details,Customer Related,0,0,0.0,False,0,0.0
TXN107055,0.501,540.0,LOW,Stop Recovery,Maximum retry limit reached,0,1078.79,Processing Error,Technical,2,0,0.0,False,0,0.0
TXN107056,0.732,4045.71,MEDIUM,Retry After Delay,Temporary failure with high recovery probability,10,5523.49,Network Timeout,Temporary,0,1,5381.06,True,0,0.0
TXN107057,0.482,2029.94,LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,4210.38,Processing Error,Technical,0,0,0.0,True,1,4210.38
TXN107058,0.486,409.5,VERY LOW,Send Payment Reminder,Customer action may be required,60,842.65,Insufficient Balance,Customer Related,0,0,0.0,True,0,0.0
TXN107059,0.55,302.83,VERY LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,550.65,Processing Error,Technical,0,1,541.36,True,1,550.65
TXN107060,0.421,540.14,LOW,Send Payment Reminder,Temporary failure with limited recovery probability,30,1284.28,Gateway Timeout,Temporary,1,1,1246.39,True,1,1284.28
TXN107061,0.651,2195.51,LOW,Retry,Technical failure with high recovery potential,0,3369.98,Processing Error,Technical,0,0,0.0,True,1,3369.98
TXN107062,0.172,155.89,VERY LOW,Stop Recovery,Maximum retry limit reached,0,904.92,Payment Declined,Customer Related,2,0,0.0,False,0,0.0
TXN107063,0.41,1136.72,LOW,Send Payment Reminder,Customer action may be required,60,2769.64,Payment Declined,Customer Related,1,0,0.0,True,1,2769.64
TXN107064,0.419,1476.37,LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,3521.89,Authentication Failure,Technical,0,0,0.0,True,0,0.0
TXN107065,0.277,199.75,VERY LOW,Stop Recovery,Low recovery potential for customer-related failure,0,721.1,Insufficient Balance,Customer Related,1,1,689.69,False,0,0.0
TXN107066,0.775,604.63,LOW,Retry After Delay,Temporary failure with high recovery probability,10,779.89,Bank Server Unavailable,Temporary,1,1,751.33,True,1,779.89
TXN107067,0.508,1203.58,LOW,Retry,Temporary failure with moderate recovery probability,0,2368.78,Gateway Timeout,Temporary,0,0,0.0,True,0,0.0
TXN107068,0.624,943.69,LOW,Retry,Temporary failure with moderate recovery probability,0,1512.44,Gateway Timeout,Temporary,0,1,1490.82,True,1,1512.44
TXN107069,0.029,22.51,VERY LOW,Stop Recovery,Recovery probability is too low,0,773.67,Payment Declined,Customer Related,0,0,0.0,False,0,0.0
TXN107070,0.639,646.08,LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,1010.56,Authentication Failure,Technical,0,1,984.05,True,1,1010.56
TXN107071,0.437,553.39,LOW,Send Payment Reminder,Customer action may be required,60,1265.96,Insufficient Balance,Customer Related,0,0,0.0,True,0,0.0
TXN107072,0.024,9.18,VERY LOW,Stop Recovery,Recovery probability is too low,0,383.03,Insufficient Balance,Customer Related,1,0,0.0,False,0,0.0
TXN107073,0.635,1569.63,LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,2471.34,Authentication Failure,Technical,0,0,0.0,True,0,0.0
TXN107074,0.524,478.42,VERY LOW,Retry,Temporary failure with moderate recovery probability,0,913.28,Gateway Timeout,Temporary,0,0,0.0,True,1,913.28
TXN107075,0.4,57.75,VERY LOW,Stop Recovery,Low recovery potential for customer-related failure,0,144.46,Payment Declined,Customer Related,0,0,0.0,False,0,0.0
TXN107076,0.548,719.6,LOW,Retry,Temporary failure with moderate recovery probability,0,1314.09,Network Timeout,Temporary,0,1,1279.88,True,0,0.0
TXN107077,0.792,586.08,LOW,Retry After Delay,Temporary failure with high recovery probability,10,740.07,Network Timeout,Temporary,0,0,0.0,True,1,740.07
TXN107078,0.534,2762.65,MEDIUM,Send Payment Reminder,Customer action may be required,60,5172.22,Payment Declined,Customer Related,0,0,0.0,True,0,0.0
TXN107079,0.705,591.26,LOW,Retry After Delay,Temporary failure with high recovery probability,10,838.52,Network Timeout,Temporary,0,1,798.2,True,1,838.52
TXN107080,0.602,335.12,VERY LOW,Retry,Temporary failure with moderate recovery probability,0,556.62,Network Timeout,Temporary,0,1,543.52,True,1,556.62
TXN107081,0.467,939.37,LOW,Send Payment Reminder,Customer action may be required,60,2010.92,Payment Declined,Customer Related,0,1,1953.08,True,1,2010.92
TXN107082,0.607,479.18,VERY LOW,Send Payment Reminder,Customer action may be required,60,789.69,Insufficient Balance,Customer Related,0,1,784.94,True,0,0.0
TXN107083,0.367,263.66,VERY LOW,Stop Recovery,Low recovery potential for customer-related failure,0,717.98,Payment Declined,Customer Related,0,0,0.0,False,0,0.0
TXN107084,0.134,269.79,VERY LOW,Stop Recovery,Recovery probability is too low,0,2013.44,Processing Error,Technical,0,0,0.0,False,0,0.0
TXN107085,0.416,242.25,VERY LOW,Send Payment Reminder,Customer action may be required,60,582.67,Payment Declined,Customer Related,0,0,0.0,True,1,582.67
TXN107086,0.023,9.61,VERY LOW,Stop Recovery,Recovery probability is too low,0,417.46,Payment Declined,Customer Related,0,0,0.0,False,0,0.0
TXN107087,0.111,591.98,LOW,Stop Recovery,Maximum retry limit reached,0,5328.36,Insufficient Balance,Customer Related,2,0,0.0,False,0,0.0
TXN107088,0.283,602.49,LOW,Stop Recovery,Low recovery potential for customer-related failure,0,2129.41,Payment Declined,Customer Related,1,1,2063.49,False,0,0.0
TXN107089,0.825,894.18,LOW,Retry After Delay,Temporary failure with high recovery probability,10,1084.24,Network Timeout,Temporary,0,0,0.0,True,0,0.0
TXN107090,0.647,863.56,LOW,Send Payment Reminder,Customer action may be required,60,1335.71,Payment Declined,Customer Related,0,1,1309.61,True,1,1335.71
TXN107091,0.747,1499.04,LOW,Retry After Delay,Temporary failure with high recovery probability,10,2007.59,Network Timeout,Temporary,0,1,2001.15,True,1,2007.59
TXN107092,0.688,2008.94,LOW,Retry,Temporary failure with moderate recovery probability,0,2918.05,Bank Server Unavailable,Temporary,0,0,0.0,True,0,0.0
TXN107093,0.598,437.58,VERY LOW,Send Payment Reminder,Customer action may be required,60,731.59,Payment Declined,Customer Related,0,0,0.0,True,1,731.59
TXN107094,0.561,1006.58,LOW,Send Payment Reminder,Customer action may be required,60,1795.28,Payment Declined,Customer Related,0,0,0.0,True,0,0.0
TXN107095,0.023,20.77,VERY LOW,Stop Recovery,Recovery probability is too low,0,893.04,Insufficient Balance,Customer Related,0,0,0.0,False,0,0.0
TXN107096,0.13,150.19,VERY LOW,Stop Recovery,Maximum retry limit reached,0,1151.49,Insufficient Balance,Customer Related,2,0,0.0,False,0,0.0
TXN107097,0.135,205.95,VERY LOW,Stop Recovery,Maximum retry limit reached,0,1523.18,Insufficient Balance,Customer Related,3,0,0.0,False,0,0.0
TXN107098,0.296,393.93,VERY LOW,Stop Recovery,Low recovery potential for customer-related failure,0,1332.29,Incorrect Payment Details,Customer Related,1,0,0.0,False,0,0.0
TXN107099,0.606,1463.09,LOW,Stop Recovery,Maximum retry limit reached,0,2412.58,Network Timeout,Temporary,2,1,2360.25,False,0,0.0
TXN107100,0.504,996.86,LOW,Send Payment Reminder,Customer action may be required,60,1977.66,Insufficient Balance,Customer Related,0,1,1881.72,True,0,0.0
TXN107101,0.683,273.88,VERY LOW,Retry,Temporary failure with moderate recovery probability,0,400.8,Network Timeout,Temporary,1,0,0.0,True,0,0.0
TXN107102,0.794,358.75,VERY LOW,Retry After Delay,Temporary failure with high recovery probability,10,452.03,Gateway Timeout,Temporary,0,1,431.72,True,1,452.03
TXN107103,0.101,100.37,VERY LOW,Stop Recovery,Maximum retry limit reached,0,996.48,Insufficient Balance,Customer Related,3,0,0.0,False,0,0.0
TXN107104,0.812,4695.01,MEDIUM,Retry After Delay,Temporary failure with high recovery probability,10,5784.29,Network Timeout,Temporary,1,1,5774.7,True,1,5784.29
TXN107105,0.026,17.94,VERY LOW,Stop Recovery,Recovery probability is too low,0,677.71,Insufficient Balance,Customer Related,0,0,0.0,False,0,0.0
TXN107106,0.113,128.46,VERY LOW,Stop Recovery,Recovery probability is too low,0,1133.9,Processing Error,Technical,1,0,0.0,False,0,0.0
TXN107107,0.017,14.98,VERY LOW,Stop Recovery,Recovery probability is too low,0,872.12,Payment Declined,Customer Related,0,0,0.0,False,0,0.0
TXN107108,0.457,392.82,VERY LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,859.86,Authentication Failure,Technical,0,0,0.0,True,0,0.0
TXN107109,0.1,154.15,VERY LOW,Stop Recovery,Maximum retry limit reached,0,1544.71,Payment Declined,Customer Related,2,0,0.0,False,0,0.0
TXN107110,0.435,1786.24,LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,4107.71,Processing Error,Technical,0,0,0.0,True,0,0.0
TXN107111,0.788,1520.89,LOW,Retry After Delay,Temporary failure with high recovery probability,10,1929.03,Network Timeout,Temporary,1,1,1885.83,True,1,1929.03
TXN107112,0.306,215.76,VERY LOW,Stop Recovery,Low recovery potential for customer-related failure,0,704.28,Insufficient Balance,Customer Related,0,0,0.0,False,0,0.0
TXN107113,0.133,1614.42,LOW,Stop Recovery,Recovery probability is too low,0,12119.65,Payment Declined,Customer Related,0,0,0.0,False,0,0.0
TXN107114,0.107,152.22,VERY LOW,Stop Recovery,Recovery probability is too low,0,1426.33,Processing Error,Technical,1,0,0.0,False,0,0.0
TXN107115,0.69,582.56,LOW,Stop Recovery,Maximum retry limit reached,0,844.06,Gateway Timeout,Temporary,2,1,809.85,False,0,0.0
TXN107116,0.885,3668.66,MEDIUM,Retry After Delay,Temporary failure with high recovery probability,10,4145.08,Network Timeout,Temporary,0,1,4055.5,True,1,4145.08
TXN107117,0.659,606.68,LOW,Retry,Technical failure with high recovery potential,0,920.34,Processing Error,Technical,0,1,918.38,True,1,920.34
TXN107118,0.533,2702.23,MEDIUM,Retry,Temporary failure with moderate recovery probability,0,5066.12,Network Timeout,Temporary,0,0,0.0,True,1,5066.12
TXN107119,0.649,433.49,VERY LOW,Retry,Temporary failure with moderate recovery probability,0,667.46,Network Timeout,Temporary,1,1,635.58,True,0,0.0
TXN107120,0.539,2265.39,LOW,Send Payment Reminder,Customer action may be required,60,4204.98,Insufficient Balance,Customer Related,0,1,4105.55,True,0,0.0
TXN107121,0.336,529.11,LOW,Stop Recovery,Maximum retry limit reached,0,1573.15,Insufficient Balance,Customer Related,2,1,1505.2,False,0,0.0
TXN107122,0.096,362.64,VERY LOW,Stop Recovery,Recovery probability is too low,0,3762.51,Authentication Failure,Technical,1,0,0.0,False,0,0.0
TXN107123,0.563,3451.86,MEDIUM,Send Payment Reminder,Customer action may be required,60,6132.84,Insufficient Balance,Customer Related,0,1,5963.19,True,0,0.0
TXN107124,0.544,294.32,VERY LOW,Send Payment Reminder,Customer action may be required,60,541.27,Payment Declined,Customer Related,0,0,0.0,True,1,541.27
TXN107125,0.842,3128.89,MEDIUM,Retry After Delay,Temporary failure with high recovery probability,10,3716.8,Bank Server Unavailable,Temporary,0,1,3652.6,True,1,3716.8
TXN107126,0.485,210.38,VERY LOW,Send Payment Reminder,Customer action may be required,60,433.93,Payment Declined,Customer Related,0,1,422.2,True,1,433.93
TXN107127,0.572,331.55,VERY LOW,Stop Recovery,Maximum retry limit reached,0,579.55,Gateway Timeout,Temporary,2,1,578.47,False,0,0.0
TXN107128,0.372,261.84,VERY LOW,Send Payment Reminder,Temporary failure with limited recovery probability,30,704.35,Network Timeout,Temporary,1,0,0.0,True,0,0.0
TXN107129,0.487,975.54,LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,2004.02,Processing Error,Technical,0,0,0.0,True,0,0.0
TXN107130,0.741,1018.44,LOW,Retry After Delay,Temporary failure with high recovery probability,10,1375.28,Network Timeout,Temporary,1,1,1346.71,True,1,1375.28
TXN107131,0.569,666.33,LOW,Send Payment Reminder,Customer action may be required,60,1171.79,Payment Declined,Customer Related,0,1,1169.66,True,1,1171.79
TXN107132,0.369,555.39,LOW,Escalate,Low recovery probability requires investigation,0,1505.66,Processing Error,Technical,0,0,0.0,True,1,1505.66
TXN107133,0.848,1822.02,LOW,Retry After Delay,Temporary failure with high recovery probability,10,2149.59,Bank Server Unavailable,Temporary,0,1,2075.9,True,1,2149.59
TXN107134,0.195,445.25,VERY LOW,Stop Recovery,Maximum retry limit reached,0,2286.09,Bank Server Unavailable,Temporary,3,0,0.0,False,0,0.0
TXN107135,0.386,1240.62,LOW,Stop Recovery,Maximum retry limit reached,0,3214.2,Insufficient Balance,Customer Related,2,1,3056.88,False,0,0.0
TXN107136,0.801,4603.93,MEDIUM,Retry After Delay,Temporary failure with high recovery probability,10,5744.67,Gateway Timeout,Temporary,1,1,5501.83,True,0,0.0
TXN107137,0.588,774.23,LOW,Send Payment Reminder,Customer action may be required,60,1316.73,Incorrect Payment Details,Customer Related,0,0,0.0,True,0,0.0
TXN107138,0.554,488.73,VERY LOW,Retry,Temporary failure with moderate recovery probability,0,882.83,Gateway Timeout,Temporary,1,0,0.0,True,1,882.83
TXN107139,0.624,1366.22,LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,2188.19,Processing Error,Technical,0,1,2086.61,True,1,2188.19
TXN107140,0.518,277.6,VERY LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,536.25,Authentication Failure,Technical,1,0,0.0,True,0,0.0
TXN107141,0.559,435.33,VERY LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,778.24,Processing Error,Technical,0,1,768.08,True,0,0.0
TXN107142,0.722,2151.86,LOW,Retry After Delay,Temporary failure with high recovery probability,10,2979.48,Network Timeout,Temporary,0,1,2858.79,True,1,2979.48
TXN107143,0.868,1052.19,LOW,Retry After Delay,Temporary failure with high recovery probability,10,1212.81,Bank Server Unavailable,Temporary,0,1,1198.08,True,1,1212.81
TXN107144,0.791,403.27,VERY LOW,Retry After Delay,Temporary failure with high recovery probability,10,509.51,Bank Server Unavailable,Temporary,1,0,0.0,True,1,509.51
TXN107145,0.017,7.11,VERY LOW,Stop Recovery,Recovery probability is too low,0,406.73,Payment Declined,Customer Related,1,0,0.0,False,0,0.0
TXN107146,0.735,1023.57,LOW,Retry After Delay,Temporary failure with high recovery probability,10,1392.66,Network Timeout,Temporary,0,1,1360.46,True,1,1392.66
TXN107147,0.453,1511.95,LOW,Stop Recovery,Maximum retry limit reached,0,3339.3,Authentication Failure,Technical,2,0,0.0,False,0,0.0
TXN107148,0.237,782.25,LOW,Stop Recovery,Maximum retry limit reached,0,3303.83,Payment Declined,Customer Related,2,0,0.0,False,0,0.0
TXN107149,0.428,625.73,LOW,Send Payment Reminder,Customer action may be required,60,1463.67,Payment Declined,Customer Related,1,1,1406.35,True,1,1463.67
TXN107150,0.235,1568.25,LOW,Stop Recovery,Low recovery potential for customer-related failure,0,6681.7,Insufficient Balance,Customer Related,1,0,0.0,False,0,0.0
TXN107151,0.619,762.58,LOW,Send Payment Reminder,Customer action may be required,60,1231.69,Insufficient Balance,Customer Related,0,1,1207.88,True,1,1231.69
TXN107152,0.403,482.57,VERY LOW,Stop Recovery,Maximum retry limit reached,0,1198.88,Bank Server Unavailable,Temporary,2,0,0.0,False,0,0.0
TXN107153,0.694,119.16,VERY LOW,Retry,Temporary failure with moderate recovery probability,0,171.75,Gateway Timeout,Temporary,0,1,163.26,True,1,171.75
TXN107154,0.613,573.9,LOW,Send Payment Reminder,Customer action may be required,60,936.46,Insufficient Balance,Customer Related,0,1,905.31,True,0,0.0
TXN107155,0.347,919.68,LOW,Stop Recovery,Low recovery potential for customer-related failure,0,2648.14,Payment Declined,Customer Related,1,0,0.0,False,0,0.0
TXN107156,0.848,3970.89,MEDIUM,Retry After Delay,Temporary failure with high recovery probability,10,4680.54,Gateway Timeout,Temporary,0,1,4630.15,True,0,0.0
TXN107157,0.063,43.44,VERY LOW,Stop Recovery,Maximum retry limit reached,0,689.39,Authentication Failure,Technical,2,0,0.0,False,0,0.0
TXN107158,0.661,1280.8,LOW,Retry,Technical failure with high recovery potential,0,1938.76,Authentication Failure,Technical,0,1,1914.45,True,1,1938.76
TXN107159,0.509,1573.81,LOW,Retry,Temporary failure with moderate recovery probability,0,3094.88,Gateway Timeout,Temporary,0,1,3062.49,True,0,0.0
TXN107160,0.076,102.33,VERY LOW,Stop Recovery,Maximum retry limit reached,0,1351.49,Payment Declined,Customer Related,3,0,0.0,False,0,0.0
TXN107161,0.779,168.02,VERY LOW,Retry After Delay,Temporary failure with high recovery probability,10,215.59,Gateway Timeout,Temporary,0,1,211.14,True,1,215.59
TXN107162,0.811,1323.89,LOW,Retry After Delay,Temporary failure with high recovery probability,10,1632.44,Bank Server Unavailable,Temporary,0,0,0.0,True,1,1632.44
TXN107163,0.65,1602.14,LOW,Retry,Technical failure with high recovery potential,0,2463.02,Authentication Failure,Technical,0,1,2410.47,True,1,2463.02
TXN107164,0.072,45.27,VERY LOW,Stop Recovery,Maximum retry limit reached,0,627.7,Processing Error,Technical,2,0,0.0,False,0,0.0
TXN107165,0.568,620.64,LOW,Send Payment Reminder,Customer action may be required,60,1092.99,Payment Declined,Customer Related,0,1,1060.6,True,0,0.0
TXN107166,0.173,92.12,VERY LOW,Stop Recovery,Recovery probability is too low,0,531.45,Processing Error,Technical,0,0,0.0,False,0,0.0
TXN107167,0.533,91.38,VERY LOW,Send Payment Reminder,Customer action may be required,60,171.38,Payment Declined,Customer Related,0,1,170.94,True,1,171.38
TXN107168,0.121,368.69,VERY LOW,Stop Recovery,Maximum retry limit reached,0,3046.06,Payment Declined,Customer Related,2,0,0.0,False,0,0.0
TXN107169,0.403,538.07,LOW,Send Payment Reminder,Customer action may be required,60,1335.42,Insufficient Balance,Customer Related,0,0,0.0,True,1,1335.42
TXN107170,0.792,3806.56,MEDIUM,Retry After Delay,Temporary failure with high recovery probability,10,4808.5,Bank Server Unavailable,Temporary,0,1,4796.36,True,1,4808.5
TXN107171,0.576,1531.08,LOW,Retry,Temporary failure with moderate recovery probability,0,2659.41,Network Timeout,Temporary,1,1,2527.6,True,1,2659.41
TXN107172,0.279,281.3,VERY LOW,Stop Recovery,Low recovery potential for customer-related failure,0,1008.92,Insufficient Balance,Customer Related,1,0,0.0,False,0,0.0
TXN107173,0.486,608.84,LOW,Send Payment Reminder,Customer action may be required,60,1253.2,Payment Declined,Customer Related,0,1,1250.83,True,1,1253.2
TXN107174,0.102,215.12,VERY LOW,Stop Recovery,Maximum retry limit reached,0,2106.83,Insufficient Balance,Customer Related,2,0,0.0,False,0,0.0
TXN107175,0.537,1560.23,LOW,Send Payment Reminder,Customer action may be required,60,2903.02,Payment Declined,Customer Related,0,0,0.0,True,1,2903.02
TXN107176,0.8,1386.27,LOW,Retry After Delay,Temporary failure with high recovery probability,10,1733.91,Bank Server Unavailable,Temporary,0,1,1722.69,True,0,0.0
TXN107177,0.755,2449.54,LOW,Retry After Delay,Temporary failure with high recovery probability,10,3243.71,Gateway Timeout,Temporary,0,1,3179.81,True,1,3243.71
TXN107178,0.442,467.12,VERY LOW,Send Payment Reminder,Customer action may be required,60,1056.45,Insufficient Balance,Customer Related,0,0,0.0,True,0,0.0
TXN107179,0.546,329.1,VERY LOW,Retry,Temporary failure with moderate recovery probability,0,603.22,Bank Server Unavailable,Temporary,0,0,0.0,True,0,0.0
TXN107180,0.125,158.57,VERY LOW,Stop Recovery,Recovery probability is too low,0,1271.75,Processing Error,Technical,0,0,0.0,False,0,0.0
TXN107181,0.603,951.43,LOW,Send Payment Reminder,Customer action may be required,60,1578.37,Payment Declined,Customer Related,0,1,1525.06,True,0,0.0
TXN107182,0.711,364.18,VERY LOW,Retry After Delay,Temporary failure with high recovery probability,10,512.23,Network Timeout,Temporary,1,1,497.39,True,1,512.23
TXN107183,0.313,144.06,VERY LOW,Stop Recovery,Low recovery potential for customer-related failure,0,459.72,Incorrect Payment Details,Customer Related,1,1,456.23,False,0,0.0
TXN107184,0.422,808.5,LOW,Send Payment Reminder,Customer action may be required,60,1915.84,Payment Declined,Customer Related,0,1,1834.19,True,0,0.0
TXN107185,0.021,20.45,VERY LOW,Stop Recovery,Recovery probability is too low,0,967.69,Insufficient Balance,Customer Related,0,0,0.0,False,0,0.0
TXN107186,0.583,684.41,LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,1173.01,Processing Error,Technical,0,1,1150.77,True,1,1173.01
TXN107187,0.29,291.07,VERY LOW,Stop Recovery,Maximum retry limit reached,0,1004.5,Payment Declined,Customer Related,2,1,965.87,False,0,0.0
TXN107188,0.067,302.37,VERY LOW,Stop Recovery,Recovery probability is too low,0,4520.96,Processing Error,Technical,1,0,0.0,False,0,0.0
TXN107189,0.451,1658.35,LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,3675.37,Processing Error,Technical,1,1,3561.1,True,1,3675.37
TXN107190,0.778,387.26,VERY LOW,Retry After Delay,Temporary failure with high recovery probability,10,497.76,Network Timeout,Temporary,0,1,473.0,True,1,497.76
TXN107191,0.495,432.83,VERY LOW,Send Payment Reminder,Temporary failure with limited recovery probability,30,874.6,Network Timeout,Temporary,0,1,873.26,True,0,0.0
TXN107192,0.019,51.03,VERY LOW,Stop Recovery,Recovery probability is too low,0,2643.88,Insufficient Balance,Customer Related,0,0,0.0,False,0,0.0
TXN107193,0.369,798.97,LOW,Stop Recovery,Low recovery potential for customer-related failure,0,2167.98,Incorrect Payment Details,Customer Related,0,1,2071.35,False,0,0.0
TXN107194,0.533,689.99,LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,1295.74,Authentication Failure,Technical,1,0,0.0,True,0,0.0
TXN107195,0.086,46.41,VERY LOW,Stop Recovery,Recovery probability is too low,0,539.11,Authentication Failure,Technical,1,0,0.0,False,0,0.0
TXN107196,0.527,409.11,VERY LOW,Send Payment Reminder,Customer action may be required,60,775.86,Insufficient Balance,Customer Related,1,1,766.68,True,1,775.86
TXN107197,0.366,324.46,VERY LOW,Stop Recovery,Maximum retry limit reached,0,885.88,Incorrect Payment Details,Customer Related,2,1,866.46,False,0,0.0
TXN107198,0.408,681.5,LOW,Send Payment Reminder,Customer action may be required,60,1671.7,Incorrect Payment Details,Customer Related,0,0,0.0,True,1,1671.7
TXN107199,0.53,2775.98,MEDIUM,Stop Recovery,Maximum retry limit reached,0,5234.27,Gateway Timeout,Temporary,2,0,0.0,False,0,0.0
TXN107200,0.552,426.99,VERY LOW,Retry,Temporary failure with moderate recovery probability,0,773.17,Bank Server Unavailable,Temporary,1,1,766.52,True,0,0.0
TXN107201,0.505,297.87,VERY LOW,Send Payment Reminder,Customer action may be required,60,589.44,Payment Declined,Customer Related,0,0,0.0,True,1,589.44
TXN107202,0.373,458.59,VERY LOW,Stop Recovery,Low recovery potential for customer-related failure,0,1227.99,Payment Declined,Customer Related,1,0,0.0,False,0,0.0
TXN107203,0.353,1079.38,LOW,Stop Recovery,Low recovery potential for customer-related failure,0,3057.62,Payment Declined,Customer Related,0,1,2983.58,False,0,0.0
TXN107204,0.803,338.15,VERY LOW,Retry After Delay,Temporary failure with high recovery probability,10,420.94,Bank Server Unavailable,Temporary,0,1,420.61,True,1,420.94
TXN107205,0.856,3666.28,MEDIUM,Retry After Delay,Temporary failure with high recovery probability,10,4285.13,Gateway Timeout,Temporary,0,1,4200.93,True,1,4285.13
TXN107206,0.291,339.57,VERY LOW,Stop Recovery,Low recovery potential for customer-related failure,0,1167.21,Incorrect Payment Details,Customer Related,0,0,0.0,False,0,0.0
TXN107207,0.487,362.72,VERY LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,744.37,Processing Error,Technical,0,1,730.09,True,0,0.0
TXN107208,0.58,216.11,VERY LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,372.36,Processing Error,Technical,0,1,370.89,True,0,0.0
TXN107209,0.095,223.07,VERY LOW,Stop Recovery,Maximum retry limit reached,0,2357.17,Insufficient Balance,Customer Related,2,0,0.0,False,0,0.0
TXN107210,0.101,118.35,VERY LOW,Stop Recovery,Recovery probability is too low,0,1168.02,Processing Error,Technical,1,0,0.0,False,0,0.0
TXN107211,0.651,999.0,LOW,Retry,Temporary failure with moderate recovery probability,0,1535.43,Network Timeout,Temporary,0,1,1478.47,True,0,0.0
TXN107212,0.111,72.6,VERY LOW,Stop Recovery,Recovery probability is too low,0,651.55,Processing Error,Technical,0,0,0.0,False,0,0.0
TXN107213,0.334,346.97,VERY LOW,Stop Recovery,Maximum retry limit reached,0,1037.66,Insufficient Balance,Customer Related,2,0,0.0,False,0,0.0
TXN107214,0.619,561.53,LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,907.54,Authentication Failure,Technical,0,0,0.0,True,1,907.54
TXN107215,0.545,673.56,LOW,Retry,Temporary failure with moderate recovery probability,0,1235.86,Network Timeout,Temporary,0,1,1196.49,True,0,0.0
TXN107216,0.457,357.91,VERY LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,783.96,Processing Error,Technical,1,1,770.83,True,0,0.0
TXN107217,0.48,188.33,VERY LOW,Send Payment Reminder,Customer action may be required,60,392.55,Payment Declined,Customer Related,0,1,375.69,True,1,392.55
TXN107218,0.805,9567.1,MEDIUM,Retry After Delay,Temporary failure with high recovery probability,10,11882.24,Bank Server Unavailable,Temporary,1,1,11769.13,True,1,11882.24
TXN107219,0.723,325.22,VERY LOW,Retry After Delay,Temporary failure with high recovery probability,10,450.01,Gateway Timeout,Temporary,0,0,0.0,True,1,450.01
TXN107220,0.852,1319.94,LOW,Retry After Delay,Temporary failure with high recovery probability,10,1548.69,Bank Server Unavailable,Temporary,0,0,0.0,True,1,1548.69
TXN107221,0.194,62.82,VERY LOW,Stop Recovery,Recovery probability is too low,0,324.53,Insufficient Balance,Customer Related,1,0,0.0,False,0,0.0
TXN107222,0.275,74.63,VERY LOW,Stop Recovery,Maximum retry limit reached,0,271.07,Gateway Timeout,Temporary,3,1,265.54,False,0,0.0
TXN107223,0.39,565.15,LOW,Stop Recovery,Maximum retry limit reached,0,1448.47,Insufficient Balance,Customer Related,2,1,1430.72,False,0,0.0
TXN107224,0.655,1008.85,LOW,Retry,Technical failure with high recovery potential,0,1539.93,Authentication Failure,Technical,0,1,1539.18,True,1,1539.93
