decision_timestamp,transaction_id,amount,payment_method,failure_reason,failure_category,retry_count,recovery_probability,expected_recovery,priority,action,reason,retry_delay_minutes,guardrail_triggered,recovery_attempted,outcome,recovered_amount
2026-08-25T23:41:59,TXN109270,3591.53,UPI,Processing Error,Technical,2,0.208,746.08,LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN109271,1023.11,Credit Card,Payment Declined,Customer Related,0,0.451,461.88,VERY LOW,Send Payment Reminder,Customer action may be required,60,None,True,Recovered,1023.11
2026-08-25T23:41:59,TXN109272,2569.51,UPI,Insufficient Balance,Customer Related,2,0.325,835.97,LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN109273,14731.73,Credit Card,Payment Declined,Customer Related,1,0.21,3095.39,MEDIUM,Stop Recovery,Low recovery potential for customer-related failure,0,Low Customer Recovery Potential,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN109274,1456.99,Net Banking,Gateway Timeout,Temporary,0,0.803,1170.61,LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,1456.99
2026-08-25T23:41:59,TXN109275,807.45,UPI,Network Timeout,Temporary,0,0.803,648.03,LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,807.45
2026-08-25T23:41:59,TXN109276,1537.54,UPI,Processing Error,Technical,2,0.068,104.72,VERY LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN109277,1631.48,Net Banking,Payment Declined,Customer Related,0,0.428,697.95,LOW,Send Payment Reminder,Customer action may be required,60,None,True,Recovered,1631.48
2026-08-25T23:41:59,TXN109278,880.39,Debit Card,Network Timeout,Temporary,0,0.783,689.35,LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,880.39
2026-08-25T23:41:59,TXN109279,1907.03,UPI,Gateway Timeout,Temporary,2,0.424,808.38,LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN109280,491.02,UPI,Network Timeout,Temporary,3,0.364,178.65,VERY LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN109281,786.48,Debit Card,Bank Server Unavailable,Temporary,2,0.676,532.01,LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN109282,2456.75,Credit Card,Network Timeout,Temporary,1,0.702,1725.44,LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,2456.75
2026-08-25T23:41:59,TXN109283,329.01,Credit Card,Bank Server Unavailable,Temporary,0,0.794,261.27,VERY LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,329.01
2026-08-25T23:41:59,TXN109284,2758.75,Credit Card,Payment Declined,Customer Related,0,0.461,1271.13,LOW,Send Payment Reminder,Customer action may be required,60,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN109285,267.85,Debit Card,Authentication Failure,Technical,1,0.188,50.39,VERY LOW,Stop Recovery,Recovery probability is too low,0,Low Recovery Probability,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN109286,335.27,UPI,Gateway Timeout,Temporary,0,0.86,288.35,VERY LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,335.27
2026-08-25T23:41:59,TXN109287,898.58,Debit Card,Insufficient Balance,Customer Related,0,0.496,445.85,VERY LOW,Send Payment Reminder,Customer action may be required,60,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN109288,1684.95,Wallet,Network Timeout,Temporary,1,0.743,1251.33,LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,1684.95
2026-08-25T23:41:59,TXN109289,3866.91,UPI,Network Timeout,Temporary,0,0.814,3147.27,MEDIUM,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,3866.91
2026-08-25T23:41:59,TXN109290,1402.62,Debit Card,Payment Declined,Customer Related,1,0.4,561.21,LOW,Send Payment Reminder,Customer action may be required,60,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN109291,1099.66,UPI,Authentication Failure,Technical,0,0.625,687.42,LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,None,True,Recovered,1099.66
2026-08-25T23:41:59,TXN109292,2129.55,UPI,Network Timeout,Temporary,0,0.807,1717.81,LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,2129.55
2026-08-25T23:41:59,TXN109293,667.33,Wallet,Insufficient Balance,Customer Related,1,0.439,292.85,VERY LOW,Send Payment Reminder,Customer action may be required,60,None,True,Recovered,667.33
2026-08-25T23:41:59,TXN109294,1497.47,UPI,Processing Error,Technical,1,0.613,917.83,LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,None,True,Recovered,1497.47
2026-08-25T23:41:59,TXN109295,513.09,UPI,Incorrect Payment Details,Customer Related,0,0.574,294.5,VERY LOW,Send Payment Reminder,Customer action may be required,60,None,True,Recovered,513.09
2026-08-25T23:41:59,TXN109296,1430.92,Credit Card,Bank Server Unavailable,Temporary,2,0.408,583.73,LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN109297,1207.29,UPI,Gateway Timeout,Temporary,0,0.796,960.64,LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,1207.29
2026-08-25T23:41:59,TXN109298,703.86,Credit Card,Processing Error,Technical,0,0.664,467.26,VERY LOW,Retry,Technical failure with high recovery potential,0,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN109299,1528.49,UPI,Bank Server Unavailable,Temporary,0,0.791,1209.66,LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,1528.49
2026-08-25T23:41:59,TXN109300,1520.57,UPI,Insufficient Balance,Customer Related,0,0.374,568.38,LOW,Stop Recovery,Low recovery potential for customer-related failure,0,Low Customer Recovery Potential,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN109301,3430.16,UPI,Gateway Timeout,Temporary,0,0.73,2504.64,MEDIUM,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN109302,370.74,Credit Card,Insufficient Balance,Customer Related,1,0.283,104.83,VERY LOW,Stop Recovery,Low recovery potential for customer-related failure,0,Low Customer Recovery Potential,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN109303,1260.37,Credit Card,Bank Server Unavailable,Temporary,1,0.778,980.43,LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN109304,729.08,Credit Card,Payment Declined,Customer Related,2,0.367,267.53,VERY LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN109305,2686.0,Credit Card,Bank Server Unavailable,Temporary,2,0.514,1381.3,LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN109306,2448.25,UPI,Payment Declined,Customer Related,3,0.011,26.67,VERY LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN109307,2010.83,Debit Card,Gateway Timeout,Temporary,1,0.73,1467.57,LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,2010.83
2026-08-25T23:41:59,TXN109308,762.75,UPI,Bank Server Unavailable,Temporary,0,0.749,571.67,LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,762.75
2026-08-25T23:41:59,TXN109309,2719.97,UPI,Payment Declined,Customer Related,0,0.459,1247.18,LOW,Send Payment Reminder,Customer action may be required,60,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN109310,393.82,Debit Card,Processing Error,Technical,0,0.705,277.49,VERY LOW,Retry,Technical failure with high recovery potential,0,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN109311,334.2,UPI,Processing Error,Technical,0,0.206,68.86,VERY LOW,Escalate,Low recovery probability requires investigation,0,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN109312,482.66,Credit Card,Network Timeout,Temporary,1,0.407,196.65,VERY LOW,Send Payment Reminder,Temporary failure with limited recovery probability,30,None,True,Recovered,482.66
2026-08-25T23:41:59,TXN109313,1304.04,UPI,Insufficient Balance,Customer Related,1,0.282,367.66,VERY LOW,Stop Recovery,Low recovery potential for customer-related failure,0,Low Customer Recovery Potential,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN109314,2298.77,Credit Card,Payment Declined,Customer Related,0,0.019,44.03,VERY LOW,Stop Recovery,Recovery probability is too low,0,Low Recovery Probability,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN109315,123.86,UPI,Payment Declined,Customer Related,2,0.052,6.44,VERY LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN109316,3859.12,Wallet,Incorrect Payment Details,Customer Related,1,0.022,85.15,VERY LOW,Stop Recovery,Recovery probability is too low,0,Low Recovery Probability,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN109317,1487.56,UPI,Processing Error,Technical,0,0.118,174.79,VERY LOW,Stop Recovery,Recovery probability is too low,0,Low Recovery Probability,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN109318,382.14,Credit Card,Gateway Timeout,Temporary,0,0.715,273.08,VERY LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,382.14
2026-08-25T23:41:59,TXN109319,1452.09,Net Banking,Incorrect Payment Details,Customer Related,0,0.313,455.12,VERY LOW,Stop Recovery,Low recovery potential for customer-related failure,0,Low Customer Recovery Potential,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN109320,3209.98,Credit Card,Network Timeout,Temporary,0,0.703,2258.16,LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,3209.98
2026-08-25T23:41:59,TXN109321,2163.65,Credit Card,Processing Error,Technical,2,0.475,1027.63,LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN109322,3226.84,Credit Card,Incorrect Payment Details,Customer Related,1,0.016,50.87,VERY LOW,Stop Recovery,Recovery probability is too low,0,Low Recovery Probability,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN109323,448.99,Credit Card,Insufficient Balance,Customer Related,0,0.367,164.75,VERY LOW,Stop Recovery,Low recovery potential for customer-related failure,0,Low Customer Recovery Potential,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN109324,961.79,Net Banking,Authentication Failure,Technical,0,0.496,476.57,VERY LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,None,True,Recovered,961.79
2026-08-25T23:41:59,TXN109325,639.22,UPI,Payment Declined,Customer Related,1,0.019,12.08,VERY LOW,Stop Recovery,Recovery probability is too low,0,Low Recovery Probability,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN109326,5292.6,Net Banking,Payment Declined,Customer Related,2,0.341,1806.93,LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN109327,2233.87,Credit Card,Processing Error,Technical,0,0.658,1469.12,LOW,Retry,Technical failure with high recovery potential,0,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN109328,13063.9,Net Banking,Network Timeout,Temporary,0,0.816,10659.41,HIGH,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,13063.9
2026-08-25T23:41:59,TXN109329,921.42,UPI,Processing Error,Technical,2,0.39,358.9,VERY LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN109330,750.14,Net Banking,Network Timeout,Temporary,1,0.725,543.81,LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,750.14
2026-08-25T23:41:59,TXN109331,1194.81,UPI,Insufficient Balance,Customer Related,2,0.167,200.02,VERY LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN109332,4034.69,Debit Card,Bank Server Unavailable,Temporary,0,0.869,3505.88,MEDIUM,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,4034.69
2026-08-25T23:41:59,TXN109333,999.35,UPI,Gateway Timeout,Temporary,1,0.789,788.65,LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,999.35
2026-08-25T23:41:59,TXN109334,1479.63,Debit Card,Payment Declined,Customer Related,0,0.572,846.87,LOW,Send Payment Reminder,Customer action may be required,60,None,True,Recovered,1479.63
2026-08-25T23:41:59,TXN109335,1447.15,Credit Card,Network Timeout,Temporary,1,0.745,1077.66,LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,1447.15
2026-08-25T23:41:59,TXN109336,1382.43,UPI,Processing Error,Technical,0,0.302,417.22,VERY LOW,Escalate,Low recovery probability requires investigation,0,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN109337,794.79,Credit Card,Gateway Timeout,Temporary,1,0.748,594.25,LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,794.79
2026-08-25T23:41:59,TXN109338,1200.11,UPI,Gateway Timeout,Temporary,0,0.688,825.82,LOW,Retry,Temporary failure with moderate recovery probability,0,None,True,Recovered,1200.11
2026-08-25T23:41:59,TXN109339,1159.7,Credit Card,Processing Error,Technical,1,0.432,500.74,LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN109340,1331.35,Debit Card,Incorrect Payment Details,Customer Related,1,0.435,579.09,LOW,Send Payment Reminder,Customer action may be required,60,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN109341,2849.26,UPI,Payment Declined,Customer Related,2,0.318,907.05,LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN109342,5478.04,Credit Card,Network Timeout,Temporary,1,0.752,4117.79,MEDIUM,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,5478.04
2026-08-25T23:41:59,TXN109343,683.79,Credit Card,Incorrect Payment Details,Customer Related,0,0.585,400.02,VERY LOW,Send Payment Reminder,Customer action may be required,60,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN109344,978.88,UPI,Insufficient Balance,Customer Related,1,0.257,251.45,VERY LOW,Stop Recovery,Low recovery potential for customer-related failure,0,Low Customer Recovery Potential,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN109345,692.28,Wallet,Processing Error,Technical,0,0.537,371.94,VERY LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN109346,1555.7,Credit Card,Payment Declined,Customer Related,1,0.257,400.18,VERY LOW,Stop Recovery,Low recovery potential for customer-related failure,0,Low Customer Recovery Potential,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN109347,870.72,UPI,Authentication Failure,Technical,1,0.371,323.44,VERY LOW,Escalate,Low recovery probability requires investigation,0,None,True,Recovered,870.72
2026-08-25T23:41:59,TXN109348,1622.69,UPI,Incorrect Payment Details,Customer Related,0,0.024,39.11,VERY LOW,Stop Recovery,Recovery probability is too low,0,Low Recovery Probability,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN109349,3238.62,Credit Card,Payment Declined,Customer Related,3,0.006,20.16,VERY LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN109350,177.56,UPI,Incorrect Payment Details,Customer Related,0,0.036,6.43,VERY LOW,Stop Recovery,Recovery probability is too low,0,Low Recovery Probability,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN109351,1985.1,UPI,Payment Declined,Customer Related,0,0.394,781.17,LOW,Stop Recovery,Low recovery potential for customer-related failure,0,Low Customer Recovery Potential,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN109352,926.9,UPI,Network Timeout,Temporary,0,0.777,720.65,LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,926.9
2026-08-25T23:41:59,TXN109353,1935.92,Credit Card,Gateway Timeout,Temporary,0,0.724,1401.0,LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,1935.92
2026-08-25T23:41:59,TXN109354,653.82,Credit Card,Gateway Timeout,Temporary,0,0.785,513.47,LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,653.82
2026-08-25T23:41:59,TXN109355,3487.74,UPI,Incorrect Payment Details,Customer Related,0,0.604,2105.96,LOW,Send Payment Reminder,Customer action may be required,60,None,True,Recovered,3487.74
2026-08-25T23:41:59,TXN109356,2781.16,Credit Card,Payment Declined,Customer Related,0,0.357,992.2,LOW,Stop Recovery,Low recovery potential for customer-related failure,0,Low Customer Recovery Potential,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN109357,2110.5,Wallet,Payment Declined,Customer Related,1,0.274,578.77,LOW,Stop Recovery,Low recovery potential for customer-related failure,0,Low Customer Recovery Potential,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN109358,2526.48,Wallet,Authentication Failure,Technical,0,0.448,1131.32,LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN109359,737.68,Net Banking,Insufficient Balance,Customer Related,1,0.46,339.45,VERY LOW,Send Payment Reminder,Customer action may be required,60,None,True,Recovered,737.68
2026-08-25T23:41:59,TXN109360,815.91,Net Banking,Bank Server Unavailable,Temporary,0,0.652,532.12,LOW,Retry,Temporary failure with moderate recovery probability,0,None,True,Recovered,815.91
2026-08-25T23:41:59,TXN109361,2445.36,UPI,Network Timeout,Temporary,2,0.698,1708.01,LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN109362,724.74,UPI,Network Timeout,Temporary,2,0.617,447.49,VERY LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN109363,4257.8,UPI,Network Timeout,Temporary,0,0.83,3535.54,MEDIUM,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,4257.8
2026-08-25T23:41:59,TXN109364,1033.93,Credit Card,Bank Server Unavailable,Temporary,1,0.778,804.57,LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,1033.93
2026-08-25T23:41:59,TXN109365,2001.23,Net Banking,Payment Declined,Customer Related,1,0.377,753.54,LOW,Stop Recovery,Low recovery potential for customer-related failure,0,Low Customer Recovery Potential,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN109366,7182.48,UPI,Network Timeout,Temporary,0,0.846,6073.42,MEDIUM,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,7182.48
2026-08-25T23:41:59,TXN109367,761.3,Credit Card,Network Timeout,Temporary,0,0.708,539.07,LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,761.3
2026-08-25T23:41:59,TXN109368,1415.18,Credit Card,Processing Error,Technical,1,0.432,612.03,LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN109369,3113.01,UPI,Processing Error,Technical,0,0.55,1710.73,LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,None,True,Recovered,3113.01
2026-08-25T23:41:59,TXN109370,2867.0,Credit Card,Payment Declined,Customer Related,2,0.361,1034.18,LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN109371,1030.45,UPI,Network Timeout,Temporary,3,0.524,540.06,LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN109372,885.91,Wallet,Authentication Failure,Technical,0,0.715,633.45,LOW,Retry,Technical failure with high recovery potential,0,None,True,Recovered,885.91
2026-08-25T23:41:59,TXN109373,1111.53,Credit Card,Insufficient Balance,Customer Related,1,0.294,326.6,VERY LOW,Stop Recovery,Low recovery potential for customer-related failure,0,Low Customer Recovery Potential,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN109374,4265.38,Credit Card,Bank Server Unavailable,Temporary,0,0.621,2646.88,MEDIUM,Retry,Temporary failure with moderate recovery probability,0,None,True,Recovered,4265.38
2026-08-25T23:41:59,TXN109375,1071.39,UPI,Payment Declined,Customer Related,2,0.067,72.11,VERY LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN109376,1425.81,Credit Card,Network Timeout,Temporary,1,0.782,1114.51,LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN109377,952.01,UPI,Processing Error,Technical,1,0.474,451.52,VERY LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,None,True,Recovered,952.01
2026-08-25T23:41:59,TXN109378,2355.34,UPI,Authentication Failure,Technical,1,0.367,864.55,LOW,Escalate,Low recovery probability requires investigation,0,None,True,Recovered,2355.34
2026-08-25T23:41:59,TXN109379,1516.89,UPI,Gateway Timeout,Temporary,0,0.491,744.11,LOW,Send Payment Reminder,Temporary failure with limited recovery probability,30,None,True,Recovered,1516.89
2026-08-25T23:41:59,TXN109380,600.19,UPI,Insufficient Balance,Customer Related,3,0.011,6.38,VERY LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN109381,617.04,Credit Card,Insufficient Balance,Customer Related,0,0.425,262.27,VERY LOW,Send Payment Reminder,Customer action may be required,60,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN109382,270.73,UPI,Processing Error,Technical,0,0.586,158.68,VERY LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,None,True,Recovered,270.73
2026-08-25T23:41:59,TXN109383,688.79,Net Banking,Gateway Timeout,Temporary,0,0.821,565.21,LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,688.79
2026-08-25T23:41:59,TXN109384,2527.93,UPI,Network Timeout,Temporary,0,0.809,2044.25,LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,2527.93
2026-08-25T23:41:59,TXN109385,3862.26,UPI,Bank Server Unavailable,Temporary,0,0.529,2042.49,LOW,Retry,Temporary failure with moderate recovery probability,0,None,True,Recovered,3862.26
2026-08-25T23:41:59,TXN109386,2317.97,Net Banking,Bank Server Unavailable,Temporary,0,0.802,1859.29,LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,2317.97
2026-08-25T23:41:59,TXN109387,2087.47,UPI,Processing Error,Technical,0,0.129,268.54,VERY LOW,Stop Recovery,Recovery probability is too low,0,Low Recovery Probability,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN109388,1210.49,UPI,Processing Error,Technical,0,0.649,785.85,LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,None,True,Recovered,1210.49
2026-08-25T23:41:59,TXN109389,2489.74,UPI,Gateway Timeout,Temporary,0,0.756,1882.9,LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,2489.74
2026-08-25T23:41:59,TXN109390,1684.16,Net Banking,Network Timeout,Temporary,0,0.656,1104.05,LOW,Retry,Temporary failure with moderate recovery probability,0,None,True,Recovered,1684.16
2026-08-25T23:41:59,TXN109391,5673.49,Net Banking,Insufficient Balance,Customer Related,2,0.17,961.92,LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN109392,1237.99,UPI,Authentication Failure,Technical,1,0.372,460.77,VERY LOW,Escalate,Low recovery probability requires investigation,0,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN109393,3922.19,Debit Card,Gateway Timeout,Temporary,0,0.882,3457.94,MEDIUM,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,3922.19
2026-08-25T23:41:59,TXN109394,2695.37,Credit Card,Insufficient Balance,Customer Related,0,0.506,1363.55,LOW,Send Payment Reminder,Customer action may be required,60,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN109395,2412.35,Net Banking,Bank Server Unavailable,Temporary,2,0.428,1032.59,LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN109396,267.95,UPI,Gateway Timeout,Temporary,0,0.827,221.48,VERY LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN109397,2816.79,Net Banking,Incorrect Payment Details,Customer Related,0,0.027,74.68,VERY LOW,Stop Recovery,Recovery probability is too low,0,Low Recovery Probability,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN109398,1209.54,UPI,Insufficient Balance,Customer Related,2,0.348,420.73,VERY LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN109399,939.04,UPI,Insufficient Balance,Customer Related,0,0.43,403.64,VERY LOW,Send Payment Reminder,Customer action may be required,60,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN109400,408.98,UPI,Authentication Failure,Technical,1,0.075,30.82,VERY LOW,Stop Recovery,Recovery probability is too low,0,Low Recovery Probability,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN109401,1333.46,Debit Card,Incorrect Payment Details,Customer Related,0,0.017,22.63,VERY LOW,Stop Recovery,Recovery probability is too low,0,Low Recovery Probability,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN109402,1375.87,Debit Card,Bank Server Unavailable,Temporary,2,0.651,895.66,LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN109403,472.29,Credit Card,Insufficient Balance,Customer Related,0,0.66,311.59,VERY LOW,Send Payment Reminder,Customer action may be required,60,None,True,Recovered,472.29
2026-08-25T23:41:59,TXN109404,412.15,Debit Card,Authentication Failure,Technical,3,0.438,180.32,VERY LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN109405,1976.92,Credit Card,Insufficient Balance,Customer Related,1,0.44,870.28,LOW,Send Payment Reminder,Customer action may be required,60,None,True,Recovered,1976.92
2026-08-25T23:41:59,TXN109406,2690.18,Debit Card,Payment Declined,Customer Related,0,0.5,1344.34,LOW,Send Payment Reminder,Customer action may be required,60,None,True,Recovered,2690.18
2026-08-25T23:41:59,TXN109407,1559.66,UPI,Gateway Timeout,Temporary,1,0.66,1029.41,LOW,Retry,Temporary failure with moderate recovery probability,0,None,True,Recovered,1559.66
2026-08-25T23:41:59,TXN109408,3363.27,UPI,Network Timeout,Temporary,2,0.508,1710.08,LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
